line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_usage_amount,line_item_unblended_cost,product_region,resource_id,line_item_line_item_type
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1364.0,0.031372,eu-north-1,finops-logs-louay,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,912.65,0.020991,eu-north-1,finops-forgotten-louay,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,301.68,0.005028,eu-north-1,finops-collector,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,306.54,0.005109,eu-north-1,finops-analyzer,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,173.76,0.002896,eu-north-1,finops-alerter,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,29.39,0.02939,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,26.172,0.026172,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.0422,0.085673,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5572,0.087108,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.0029,0.085716,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.1843,0.490121,eu-north-1,db-finops-db-001,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1666.09,0.03832,eu-north-1,finops-cur-data-louay,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1263.35,0.029057,eu-north-1,finops-logs-louay,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,877.83,0.02019,eu-north-1,finops-forgotten-louay,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,305.28,0.005088,eu-north-1,finops-collector,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,292.08,0.004868,eu-north-1,finops-analyzer,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,173.16,0.002886,eu-north-1,finops-alerter,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,31.171,0.031171,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-14T00:00:00Z,2026-01-15T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,24.366,0.024366,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.1194,0.085803,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.0837,0.084313,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.4347,0.085194,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.8955,0.469833,eu-north-1,db-finops-db-001,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1721.0,0.039583,eu-north-1,finops-cur-data-louay,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1326.74,0.030515,eu-north-1,finops-logs-louay,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,852.17,0.0196,eu-north-1,finops-forgotten-louay,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,294.48,0.004908,eu-north-1,finops-collector,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,307.56,0.005126,eu-north-1,finops-analyzer,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,172.32,0.002872,eu-north-1,finops-alerter,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,29.875,0.029875,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,26.246,0.026246,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5733,0.089217,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7652,0.082562,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.3809,0.088683,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.8631,0.495605,eu-north-1,db-finops-db-001,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1797.17,0.041335,eu-north-1,finops-cur-data-louay,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1330.91,0.030611,eu-north-1,finops-logs-louay,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,879.26,0.020223,eu-north-1,finops-forgotten-louay,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,314.64,0.005244,eu-north-1,finops-collector,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,304.62,0.005077,eu-north-1,finops-analyzer,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,171.12,0.002852,eu-north-1,finops-alerter,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,30.951,0.030951,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-16T00:00:00Z,2026-01-17T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,24.498,0.024498,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.4389,0.060472,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6154,0.057324,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.0532,0.057162,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.087,0.329728,eu-north-1,db-finops-db-001,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1181.3,0.02717,eu-north-1,finops-cur-data-louay,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,925.3,0.021282,eu-north-1,finops-logs-louay,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,594.35,0.01367,eu-north-1,finops-forgotten-louay,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,209.76,0.003496,eu-north-1,finops-collector,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,218.52,0.003642,eu-north-1,finops-analyzer,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,130.38,0.002173,eu-north-1,finops-alerter,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,20.144,0.020144,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,17.366,0.017366,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5035,0.058171,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.1371,0.061113,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.2412,0.058084,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.8039,0.33676,eu-north-1,db-finops-db-001,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1165.7,0.026811,eu-north-1,finops-cur-data-louay,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,948.04,0.021805,eu-north-1,finops-logs-louay,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,633.3,0.014566,eu-north-1,finops-forgotten-louay,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,210.96,0.003516,eu-north-1,finops-collector,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,217.02,0.003617,eu-north-1,finops-analyzer,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,127.02,0.002117,eu-north-1,finops-alerter,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,20.261,0.020261,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-18T00:00:00Z,2026-01-19T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,16.848,0.016848,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.399,0.08337,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.3607,0.087517,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7101,0.088391,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.112,0.460542,eu-north-1,db-finops-db-001,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1805.96,0.041537,eu-north-1,finops-cur-data-louay,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1292.13,0.029719,eu-north-1,finops-logs-louay,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,880.04,0.020241,eu-north-1,finops-forgotten-louay,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,289.62,0.004827,eu-north-1,finops-collector,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,312.9,0.005215,eu-north-1,finops-analyzer,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,186.54,0.003109,eu-north-1,finops-alerter,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,31.429,0.031429,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-19T00:00:00Z,2026-01-20T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,25.777,0.025777,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5248,0.088242,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.8322,0.087011,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.3022,0.088662,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.9067,0.503659,eu-north-1,db-finops-db-001,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1789.09,0.041149,eu-north-1,finops-cur-data-louay,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1253.22,0.028824,eu-north-1,finops-logs-louay,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,901.91,0.020744,eu-north-1,finops-forgotten-louay,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,310.74,0.005179,eu-north-1,finops-collector,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,291.66,0.004861,eu-north-1,finops-analyzer,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,185.7,0.003095,eu-north-1,finops-alerter,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,29.881,0.029881,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-20T00:00:00Z,2026-01-21T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,24.513,0.024513,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7276,0.08751,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6931,0.080951,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.3644,0.08354,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.0566,0.497972,eu-north-1,db-finops-db-001,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1721.7,0.039599,eu-north-1,finops-cur-data-louay,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1367.09,0.031443,eu-north-1,finops-logs-louay,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,872.7,0.020072,eu-north-1,finops-forgotten-louay,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,313.2,0.00522,eu-north-1,finops-collector,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,288.48,0.004808,eu-north-1,finops-analyzer,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,188.46,0.003141,eu-north-1,finops-alerter,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,29.036,0.029036,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,26.156,0.026156,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.6084,0.083006,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.2285,0.084444,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.1062,0.083416,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,24.0306,0.478342,eu-north-1,db-finops-db-001,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1696.48,0.039019,eu-north-1,finops-cur-data-louay,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1331.57,0.030626,eu-north-1,finops-logs-louay,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,826.22,0.019003,eu-north-1,finops-forgotten-louay,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,312.78,0.005213,eu-north-1,finops-collector,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,301.14,0.005019,eu-north-1,finops-analyzer,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,183.96,0.003066,eu-north-1,finops-alerter,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,30.726,0.030726,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-22T00:00:00Z,2026-01-23T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,25.427,0.025427,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.57,0.083846,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.8302,0.086396,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.348,0.083418,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.9237,0.48663,eu-north-1,db-finops-db-001,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1723.22,0.039634,eu-north-1,finops-cur-data-louay,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1291.61,0.029707,eu-north-1,finops-logs-louay,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,851.78,0.019591,eu-north-1,finops-forgotten-louay,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,288.84,0.004814,eu-north-1,finops-collector,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,297.6,0.00496,eu-north-1,finops-analyzer,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,187.92,0.003132,eu-north-1,finops-alerter,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,30.532,0.030532,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-23T00:00:00Z,2026-01-24T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,26.007,0.026007,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.8009,0.060187,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.5004,0.059785,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.9299,0.058232,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.986,0.340783,eu-north-1,db-finops-db-001,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1210.35,0.027838,eu-north-1,finops-cur-data-louay,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,886.91,0.020399,eu-north-1,finops-logs-louay,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,607.04,0.013962,eu-north-1,finops-forgotten-louay,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,218.4,0.00364,eu-north-1,finops-collector,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,216.24,0.003604,eu-north-1,finops-analyzer,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,121.86,0.002031,eu-north-1,finops-alerter,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,20.128,0.020128,eu-north-1,cloudwatch-logs-eu-north-1,Usage
2026-01-24T00:00:00Z,2026-01-25T00:00:00Z,AWSDataTransfer,EU-DataTransfer-Out-Bytes,PublicIP-Out,17.527,0.017527,eu-north-1,datatransfer-eu-north-1,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.8352,0.060291,eu-north-1,i-0a1b2c3d4e5f60001,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,24.2511,0.061395,eu-north-1,i-0a1b2c3d4e5f60002,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonEC2,EU-BoxUsage:t2.micro,RunInstances,23.7246,0.060528,eu-north-1,i-0a1b2c3d4e5f60003,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonRDS,EU-InstanceUsage:db.t3.micro,CreateDBInstance,23.8979,0.319691,eu-north-1,db-finops-db-001,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,1214.35,0.02793,eu-north-1,finops-cur-data-louay,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,944.96,0.021734,eu-north-1,finops-logs-louay,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonS3,EU-TimedStorage-ByteHrs,PutObject,582.7,0.013402,eu-north-1,finops-forgotten-louay,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,208.2,0.00347,eu-north-1,finops-collector,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,212.7,0.003545,eu-north-1,finops-analyzer,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AWSLambda,EU-Lambda-GB-Second,Invoke,122.16,0.002036,eu-north-1,finops-alerter,Usage
2026-01-25T00:00:00Z,2026-01-26T00:00:00Z,AmazonCloudWatch,EU-DataProcessing-Bytes,PutLogEvents,21.412,0.021412,eu-north-1,cloudwatch-logs-eu-north-1,Usage
